SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,12 Gertrude Ct,East Palo Alto,CA,94303,1199000,3,2.0,EAST PALO ALTO,1120,9700,1956,12,1071,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/East-Palo-Alto/12-Gertrude-Ct-94303/home/1316088,MLSListings,ML81922756,N,Y,37.4748215,-122.1440679
MLS Listing,,Vacant Land,103 CASTLEWOOD,Pleasanton,CA,94566,725000,,,Castlewood,,36288,,1,,6,Active,,,https://www.redfin.com/CA/Pleasanton/103-Castlewood-Dr-94566/home/143115847,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41023625,N,Y,37.630965,-121.899779
MLS Listing,,Single Family Residential,8 Aliso Way,Portola Valley,CA,94028,3150000,4,3.0,PORTOLA VALLEY,2610,9520,1949,1,1207,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Portola-Valley/8-Aliso-Way-94028/home/905236,MLSListings,ML81923962,N,Y,37.403701,-122.193084
MLS Listing,,Single Family Residential,358 El Camino Real,Atherton,CA,94027,3700000,4,4.0,ATHERTON,2630,13500,1922,1,1407,,Active,,,https://www.redfin.com/CA/Atherton/358-El-Camino-Real-94027/home/1718733,MLSListings,ML81922702,N,Y,37.4634068,-122.2037147
MLS Listing,,Single Family Residential,1472 Lewiston Dr,Sunnyvale,CA,94087,2498000,4,2.0,SUNNYVALE,1469,8724,1959,1,1700,,Active,April-8-2023 01:00 PM,April-8-2023 04:30 PM,https://www.redfin.com/CA/Sunnyvale/1472-Lewiston-Dr-94087/home/972223,MLSListings,ML81923928,N,Y,37.3458798,-122.04519
MLS Listing,,Townhouse,300 Baltic Cir #330,Redwood City,CA,94065,1250000,2,3.0,REDWOOD CITY,1424,242714,1997,1,878,673,Active,April-9-2023 02:00 PM,April-9-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/300-Baltic-Cir-94065/unit-330/home/994664,MLSListings,ML81923914,N,Y,37.539633,-122.2416585
MLS Listing,,Townhouse,165 Okeefe St #27,Menlo Park,CA,94025,770000,2,1.5,MENLO PARK,1182,43151,1983,2,651,670,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Menlo-Park/165-Okeefe-St-94025/unit-27/home/992317,MLSListings,ML81923859,N,Y,37.4628194,-122.1505442
MLS Listing,,Single Family Residential,1435 W Selby Ln,Redwood City,CA,94061,2948000,4,3.0,REDWOOD CITY,2550,8816,1979,2,1156,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/1435-W-Selby-Ln-94061/home/1389778,MLSListings,ML81923645,N,Y,37.4533974,-122.2224667
MLS Listing,,Single Family Residential,710 Patrol Rd,Woodside,CA,94062,4995000,3,3.0,WOODSIDE,2860,64904,1956,2,1747,,Active,April-8-2023 12:00 PM,April-8-2023 03:00 PM,https://www.redfin.com/CA/Woodside/710-Patrol-Rd-94062/home/2048913,MLSListings,ML81923735,N,Y,37.4326179,-122.2849032
MLS Listing,,Single Family Residential,1552 Silver Pond Ln,San Jose,CA,95138,2250000,5,4.0,SAN JOSE,3001,8712,2005,2,750,180,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1552-Silver-Pond-Ln-95138/home/1858431,MLSListings,ML81923011,N,Y,37.2884141,-121.800407
MLS Listing,,Single Family Residential,179 Recino St,Fremont,CA,94539,2499000,4,3.0,Mission Estates,2552,8352,1974,2,979,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Fremont/179-Recino-St-94539/home/1091059,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41023446,N,Y,37.5533248,-121.942267
MLS Listing,,Condo/Co-op,325 Valle Vista Ave #103,Hayward,CA,94544,359950,1,1.0,Valle Vista,598,64567,1984,2,602,536,Active,April-8-2023 01:30 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Hayward/325-Valle-Vista-Ave-94544/unit-103/home/783566,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41023442,N,Y,37.631634,-122.05255
MLS Listing,,Single Family Residential,1380 Holly Ave,Los Altos,CA,94024,5998000,5,5.5,LOS ALTOS,4559,12196,2009,2,1316,,Active,April-8-2023 01:30 PM,April-8-2023 04:30 PM,https://www.redfin.com/CA/Los-Altos/1380-Holly-Ave-94024/home/1092170,MLSListings,ML81923803,N,Y,37.3574048,-122.0851204
MLS Listing,,Single Family Residential,138 Forest Hill Dr,Los Gatos,CA,95032,1885000,3,2.0,LOS GATOS,1573,8165,1962,2,1198,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/138-Forest-Hill-Dr-95032/home/911665,MLSListings,ML81923798,N,Y,37.2381503,-121.9262002
MLS Listing,,Single Family Residential,862 Moreno Ave,Palo Alto,CA,94303,3089000,3,2.0,PALO ALTO,1351,8187,1946,2,2286,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/862-Moreno-Ave-94303/home/1683219,MLSListings,ML81923797,N,Y,37.4383424,-122.1265002
MLS Listing,,Single Family Residential,18605 Lyons Ct,Saratoga,CA,95070,2899900,3,4.5,SARATOGA,1984,8071,1958,2,1462,,Active,April-8-2023 01:30 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Saratoga/18605-Lyons-Ct-95070/home/807657,MLSListings,ML81921449,N,Y,37.2703677,-121.995703
MLS Listing,,Single Family Residential,2149 Waverley St,Palo Alto,CA,94301,9998000,5,3.0,PALO ALTO,4126,14268,1928,2,2423,,Active,,,https://www.redfin.com/CA/Palo-Alto/2149-Waverley-St-94301/home/1344491,MLSListings,ML81923791,N,Y,37.4346476,-122.1396762
MLS Listing,,Single Family Residential,453 Lower Vintners Cir,Fremont,CA,94539,3099000,5,3.5,Vintage Grove,3019,16656,1997,2,1026,,Active,April-9-2023 01:00 PM,April-9-2023 04:00 PM,https://www.redfin.com/CA/Fremont/453-Lower-Vintners-Cir-94539/home/1239706,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41022238,N,Y,37.5032924,-121.9184882
MLS Listing,,Single Family Residential,731 Berry Ave,Los Altos,CA,94024,5699000,5,3.0,LOS ALTOS,3881,19230,1921,2,1468,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Los-Altos/731-Berry-Ave-94024/home/1228497,MLSListings,ML81923518,N,Y,37.3616719,-122.0949145
MLS Listing,,Single Family Residential,3840 May Ct,Palo Alto,CA,94303,4500000,5,4.0,PALO ALTO,4394,19212,1983,2,1024,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Palo-Alto/3840-May-Ct-94303/home/1784266,MLSListings,ML81923779,N,Y,37.422592,-122.1111926
MLS Listing,,Single Family Residential,35512 Garrone Pl,Newark,CA,94560,748000,4,2.0,Lido Faire,1450,8040,1961,3,516,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Newark/35512-Garrone-Pl-94560/home/856125,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41023356,N,Y,37.544379,-122.0515441
MLS Listing,,Single Family Residential,265 Portola State Park Rd,La Honda,CA,94020,1898000,3,2.0,LA HONDA,2720,519235,1970,3,698,,Active,,,https://www.redfin.com/CA/La-Honda/265-Portola-State-Park-Rd-94020/home/1893078,MLSListings,ML81923683,N,Y,37.2674117,-122.2096554
MLS Listing,,Single Family Residential,862 Chiltern Rd,Hillsborough,CA,94010,13000000,5,6.5,HILLSBOROUGH,6310,111078,1931,3,2060,,Active,,,https://www.redfin.com/CA/Hillsborough/862-Chiltern-Rd-94010/home/2014110,MLSListings,ML81923674,N,Y,37.5552989,-122.3471299
MLS Listing,,Single Family Residential,2493 Abaca Way,Fremont,CA,94539,1599000,4,2.0,Mission Fremont,1583,8001,1971,3,1010,49,Active,April-8-2023 01:30 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Fremont/2493-Abaca-Way-94539/home/534090,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41022593,N,Y,37.5395411,-121.952577
MLS Listing,,Single Family Residential,1172 Maraschino Dr,Sunnyvale,CA,94087,2548000,4,2.0,SUNNYVALE,1705,8247,1962,3,1494,,Active,April-8-2023 11:00 AM,April-8-2023 01:30 PM,https://www.redfin.com/CA/Sunnyvale/1172-Maraschino-Dr-94087/home/1223565,MLSListings,ML81923661,N,Y,37.3564466,-122.0510951
MLS Listing,,Single Family Residential,22 Starwood Dr,Woodside,CA,94062,6998000,5,4.5,WOODSIDE,7300,217800,1984,3,959,,Active,,,https://www.redfin.com/CA/Woodside/22-Starwood-Dr-94062/home/2049722,MLSListings,ML81923648,N,Y,37.3790812,-122.2728767
MLS Listing,,Single Family Residential,150 Finger Ave,Redwood City,CA,94062,3250000,4,3.0,REDWOOD CITY,3040,15000,1949,3,1069,,Active,April-16-2023 01:00 PM,April-16-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/150-Finger-Ave-94062/home/1979583,MLSListings,ML81923647,N,Y,37.4911478,-122.2460203
MLS Listing,,Single Family Residential,20335 Hickory Hill Way,Saratoga,CA,95070,4199000,4,2.5,SARATOGA,2589,12997,1964,3,1622,,Active,April-8-2023 12:00 PM,April-8-2023 02:00 PM,https://www.redfin.com/CA/Saratoga/20335-Hickory-Hill-Way-95070/home/1098019,MLSListings,ML81922411,N,Y,37.2775378,-122.0288324
MLS Listing,,Single Family Residential,4970 Fontanelle Pl,San Jose,CA,95111,1199000,4,3.0,SAN JOSE,1813,8387,1982,4,661,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/4970-Fontanelle-Pl-95111/home/892007,MLSListings,ML81923618,N,Y,37.2735504,-121.8024762
MLS Listing,,Single Family Residential,3245 Brownhill Ct,San Jose,CA,95135,1499999,4,2.5,SAN JOSE,1757,9402,1984,4,854,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/3245-Brownhill-Ct-95135/home/1268684,MLSListings,ML81919655,N,Y,37.3136816,-121.7859885
MLS Listing,,Single Family Residential,7785 Laguna Heights Ct,Sunol,CA,94586,6888000,7,8.5,Little Valley,9826,153672,2019,4,701,232,Active,,,https://www.redfin.com/CA/Sunol/7785-Laguna-Heights-Ct-94586/home/40042449,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41021504,N,Y,37.6094669,-121.8501454
MLS Listing,,Single Family Residential,782 Solito Ct,San Jose,CA,95123,1499888,4,3.0,SAN JOSE,2213,8738,1964,4,678,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/782-Solito-Ct-95123/home/1003054,MLSListings,ML81923553,N,Y,37.2415553,-121.8463611
MLS Listing,,Single Family Residential,1256 Husted Ave,San Jose,CA,95125,2450000,4,3.0,SAN JOSE,2467,8379,1956,4,993,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1256-Husted-Ave-95125/home/1166784,MLSListings,ML81923550,N,Y,37.2843205,-121.8899245
MLS Listing,,Single Family Residential,10958 Ridgeview Ave,San Jose,CA,95127,1349000,3,2.5,SAN JOSE,2053,21817,1950,4,657,,Active,,,https://www.redfin.com/CA/San-Jose/10958-Ridgeview-Ave-95127/home/1759296,MLSListings,ML81923548,N,Y,37.3821914,-121.8159451
MLS Listing,,Single Family Residential,84 Stockbridge Ave,Atherton,CA,94027,22800000,7,10.0,ATHERTON,10757,43569,1999,4,2120,,Active,,,https://www.redfin.com/CA/Atherton/84-Stockbridge-Ave-94027/home/1882294,MLSListings,ML81923540,N,Y,37.4609799,-122.2122488
MLS Listing,,Single Family Residential,12586 Arroyo De Arguello,Saratoga,CA,95070,3895000,4,2.5,SARATOGA,2670,12722,1969,4,1459,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Saratoga/12586-Arroyo-de-Arguello-95070/home/1337020,MLSListings,ML81923525,N,Y,37.2858114,-122.0364651
MLS Listing,,Single Family Residential,16561 Oleander Ave,Los Gatos,CA,95032,3750000,3,2.5,LOS GATOS,2782,9485,1951,4,1348,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/16561-Oleander-Ave-95032/home/910952,MLSListings,ML81923520,N,Y,37.2382141,-121.9595241
MLS Listing,,Single Family Residential,325 Harcross Rd,Woodside,CA,94062,5248000,4,2.5,WOODSIDE,4410,89298,1978,5,1190,9,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Woodside/325-Harcross-Rd-94062/home/880877,MLSListings,ML81923506,N,Y,37.4494667,-122.2454034
MLS Listing,,Single Family Residential,34231 Perry Glen Ter,Union City,CA,94587,2499000,4,3.0,UNION CITY,2273,9960,1998,5,1099,,Active,,,https://www.redfin.com/CA/Union-City/34231-Perry-Glen-Ter-94587/home/1403498,MLSListings,ML81923493,N,Y,37.5844971,-122.0304039
MLS Listing,,Single Family Residential,2315 Westbridge Ln,Pleasanton,CA,94566,4250000,6,4.5,Happy Valley Are,5660,22520,2008,5,751,,Active,,,https://www.redfin.com/CA/Pleasanton/2315-Westbridge-Ln-94566/home/22729826,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41022772,N,Y,37.633909,-121.865247
MLS Listing,,Single Family Residential,10574 Sterling Blvd,Cupertino,CA,95014,1899950,3,1.0,CUPERTINO,1048,8878,1954,5,1813,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Cupertino/10574-Sterling-Blvd-95014/home/1025849,MLSListings,ML81923473,N,Y,37.3140055,-121.9969611
MLS Listing,,Single Family Residential,424 Bush St,Mountain View,CA,94041,2598000,4,2.0,MOUNTAIN VIEW,1836,8609,1924,5,1415,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Mountain-View/424-Bush-St-94041/home/1150653,MLSListings,ML81923462,N,Y,37.3897469,-122.0777303
MLS Listing,,Single Family Residential,1151 Elder Ave,Menlo Park,CA,94025,3598000,4,2.5,MENLO PARK,2010,10880,1957,5,1790,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Menlo-Park/1151-Elder-Ave-94025/home/1878841,MLSListings,ML81923457,N,Y,37.4388637,-122.1966209
MLS Listing,,Single Family Residential,3600 Tripp Rd,Woodside,CA,94062,7995000,4,3.5,WOODSIDE,3775,83635,1964,5,2118,,Active,,,https://www.redfin.com/CA/Woodside/3600-Tripp-Rd-94062/home/1259693,MLSListings,ML81923455,N,Y,37.4219676,-122.2717026
MLS Listing,,Single Family Residential,130 Eleanor Dr,Woodside,CA,94062,7295000,4,4.5,WOODSIDE,5355,66647,2005,5,1362,,Active,,,https://www.redfin.com/CA/Woodside/130-Eleanor-Dr-94062/home/2100328,MLSListings,ML81923453,N,Y,37.4411858,-122.2342348
MLS Listing,,Single Family Residential,15 Blue Ridge Ln,Woodside,CA,94062,16495000,5,3.5,WOODSIDE,4610,152460,1905,5,3578,,Active,,,https://www.redfin.com/CA/Woodside/15-Blue-Ridge-Ln-94062/home/1776561,MLSListings,ML81923224,N,Y,37.4104138,-122.2524054
MLS Listing,,Single Family Residential,545 Live Oak Ln,Redwood City,CA,94062,3588000,4,4.5,REDWOOD CITY,3820,93300,1990,5,939,,Active,April-8-2023 01:00 PM,April-8-2023 04:30 PM,https://www.redfin.com/CA/Redwood-City/545-Live-Oak-Ln-94062/home/1952721,MLSListings,ML81919007,N,Y,37.4655347,-122.2649013
MLS Listing,,Single Family Residential,215 Hanna Way,Menlo Park,CA,94025,5350000,4,3.5,MENLO PARK,3290,14715,1998,5,1626,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Menlo-Park/215-Hanna-Way-94025/home/2034472,MLSListings,ML81923440,N,Y,37.4631861,-122.1672875
MLS Listing,,Single Family Residential,10 Mount Vernon Ln,Atherton,CA,94027,12700000,6,6.0,ATHERTON,7066,43195,2002,5,1797,,Active,,,https://www.redfin.com/CA/Atherton/10-Mount-Vernon-Ln-94027/home/849215,MLSListings,ML81907649,N,Y,37.4664762,-122.1978144
MLS Listing,,Single Family Residential,3342-3344 Los Prados St,San Mateo,CA,94403,1999888,5,3.0,SAN MATEO,2638,9020,1960,6,758,,Active,,,https://www.redfin.com/CA/San-Mateo/3342-Los-Prados-St-94403/home/1314305,MLSListings,ML81923394,N,Y,37.5399185,-122.2793555
MLS Listing,,Single Family Residential,5855 Burchell Ave,San Jose,CA,95120,1850000,4,2.5,SAN JOSE,2024,8206,1973,7,914,,Active,April-8-2023 12:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/5855-Burchell-Ave-95120/home/1730169,MLSListings,ML81923399,N,Y,37.2344427,-121.8881514
MLS Listing,,Townhouse,836 Sovereign Way,Redwood City,CA,94065,1550000,3,3.0,REDWOOD CITY,1800,514279,1989,8,861,550,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Redwood-City/836-Sovereign-Way-94065/home/2003418,MLSListings,ML81923308,N,Y,37.536718,-122.23774
MLS Listing,,Single Family Residential,38860 Cherry Ln,Fremont,CA,94536,2888888,5,2.0,Orchard,2215,29172,1929,8,1304,,Active,,,https://www.redfin.com/CA/Fremont/38860-Cherry-Ln-94536/home/1959239,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41021054,N,Y,37.5636662,-121.9677292
MLS Listing,,Single Family Residential,1950 Ralston Ave,Hillsborough,CA,94010,7500000,4,3.0,HILLSBOROUGH,2630,22500,1955,8,2852,,Active,,,https://www.redfin.com/CA/Hillsborough/1950-Ralston-Ave-94010/home/1658194,MLSListings,ML81923312,N,Y,37.5720794,-122.3547228
MLS Listing,,Single Family Residential,16031 Matilija Dr,Los Gatos,CA,95030,5998500,5,4.5,LOS GATOS,4574,45600,1957,8,1311,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/16031-Matilija-Dr-95030/home/1329743,MLSListings,ML81923293,N,Y,37.2355221,-122.0035128
MLS Listing,,Single Family Residential,17617 Bruce Ave,Los Gatos,CA,95030,3450000,4,3.0,LOS GATOS,2810,13511,1935,8,1228,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Los-Gatos/17617-Bruce-Ave-95030/home/824040,MLSListings,ML81922682,N,Y,37.2376874,-121.9787327
MLS Listing,,Single Family Residential,5828 Recife Way,San Jose,CA,95120,1899888,3,2.0,SAN JOSE,1858,8063,1971,8,1023,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/5828-Recife-Way-95120/home/788288,MLSListings,ML81923206,N,Y,37.239127,-121.8813681
MLS Listing,,Single Family Residential,20565 Kirwin Ln,Cupertino,CA,95014,5198000,5,5.0,CUPERTINO,3630,9060,2023,8,1432,,Active,April-8-2023 01:30 PM,April-8-2023 04:30 PM,https://www.redfin.com/CA/Cupertino/20565-Kirwin-Ln-95014/home/1475882,MLSListings,ML81923203,N,Y,37.3135325,-122.0334234
MLS Listing,,Single Family Residential,1086 Hewitt Dr,San Carlos,CA,94070,1888000,3,2.0,SAN CARLOS,1470,10920,1958,8,1284,,Active,,,https://www.redfin.com/CA/San-Carlos/1086-Hewitt-Dr-94070/home/1881621,MLSListings,ML81923190,N,Y,37.488792,-122.2713427
MLS Listing,,Single Family Residential,2630 Parkway,Sunol,CA,94586,998000,1,1.0,Kilkare Woods,811,38102,1928,9,1231,72,Active,,,https://www.redfin.com/CA/Sunol/2630-Parkway-94586/home/1876030,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41022657,N,Y,37.6305839,-121.9142985
MLS Listing,,Single Family Residential,1880 Carmelita Dr,San Carlos,CA,94070,7250000,6,6.0,SAN CARLOS,5205,21500,1948,9,1393,,Active,,,https://www.redfin.com/CA/San-Carlos/1880-Carmelita-Dr-94070/home/2040981,MLSListings,ML81923120,N,Y,37.5015889,-122.2666689
MLS Listing,,Single Family Residential,3213 UPPER LOCK Ave,Belmont,CA,94002,3998888,5,5.0,BELMONT,3073,9474,2023,9,1301,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Belmont/3213-Upper-Lock-Ave-94002/home/184898359,MLSListings,ML81923119,N,Y,37.5137855,-122.3148185
MLS Listing,,Single Family Residential,891 Moana Ct,Palo Alto,CA,94306,3498000,4,2.0,PALO ALTO,2120,22093,1960,9,1650,,Active,April-8-2023 01:30 PM,April-8-2023 04:30 PM,https://www.redfin.com/CA/Palo-Alto/891-Moana-Ct-94306/home/1104424,MLSListings,ML81923090,N,Y,37.3924738,-122.1288737
MLS Listing,,Single Family Residential,191 Garland Way,Los Altos,CA,94022,6750000,6,3.5,LOS ALTOS,3357,10897,2022,9,2011,,Active,April-8-2023 01:30 PM,April-8-2023 04:30 PM,https://www.redfin.com/CA/Los-Altos/191-Garland-Way-94022/home/1736030,MLSListings,ML81923084,N,Y,37.3849347,-122.1153858
MLS Listing,,Single Family Residential,15116 Blossom Hill Rd,Los Gatos,CA,95032,1475000,3,1.0,LOS GATOS,1304,14748,1940,9,1131,,Active,,,https://www.redfin.com/CA/Los-Gatos/15116-Blossom-Hill-Rd-95032/home/1678223,MLSListings,ML81923082,N,Y,37.2359413,-121.933245
MLS Listing,,Single Family Residential,3630 Kettmann Rd,San Jose,CA,95121,7999000,3,2.0,SAN JOSE,1300,361112,1937,10,6153,,Active,,,https://www.redfin.com/CA/San-Jose/3630-Kettmann-Rd-95121/home/28668229,MLSListings,ML81923037,N,Y,37.3050039,-121.793041
MLS Listing,,Single Family Residential,753 Frenchmans Rd,Stanford,CA,94305,4895000,5,4.5,STANFORD,5341,43560,1993,10,916,,Active,,,https://www.redfin.com/CA/Stanford/753-Frenchmans-Rd-94305/home/608009,MLSListings,ML81923034,N,Y,37.4146262,-122.16381
MLS Listing,,Condo/Co-op,1337 Wayne Way,San Mateo,CA,94403,1249000,2,2.5,SAN MATEO,1540,31684,2003,10,811,314,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Mateo/1337-Wayne-Way-94403/home/1772839,MLSListings,ML81922037,N,Y,37.5471292,-122.2912648
MLS Listing,,Single Family Residential,1185 Husted Ave,San Jose,CA,95125,3950000,4,4.5,SAN JOSE,3996,9520,2023,10,988,,Active,April-8-2023 01:00 PM,April-8-2023 03:00 PM,https://www.redfin.com/CA/San-Jose/1185-Husted-Ave-95125/home/584519,MLSListings,ML81923010,N,Y,37.2854556,-121.888146
MLS Listing,,Single Family Residential,124 Pleasant Ridge Ave,San Jose,CA,95127,799424,2,1.0,SAN JOSE,1010,8100,1947,10,792,,Active,,,https://www.redfin.com/CA/San-Jose/124-Pleasant-Ridge-Ave-95127/home/652730,MLSListings,ML81916045,N,Y,37.36735,-121.835244
MLS Listing,,Single Family Residential,1040 Cathcart Way,Stanford,CA,94305,3250000,5,3.5,STANFORD,3318,15155,1970,10,980,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Stanford/1040-Cathcart-Way-94305/home/1021705,MLSListings,ML81922950,N,Y,37.4119759,-122.152895
MLS Listing,,Townhouse,38739 Aurora Ter,Fremont,CA,94536,650000,2,1.5,La Casa Real,1120,25322,1980,11,580,565,Active,,,https://www.redfin.com/CA/Fremont/38739-Aurora-Ter-94536/home/179444154,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41022651,N,Y,37.568617,-121.965346
MLS Listing,,Single Family Residential,403 Montclair Rd,Los Gatos,CA,95032,2348000,5,5.5,LOS GATOS,4341,15309,2023,11,541,,Active,,,https://www.redfin.com/CA/Los-Gatos/403-Montclair-Rd-95032/home/45105755,MLSListings,ML81922847,N,Y,37.2524225,-121.9823298
MLS Listing,,Multi-Family (2-4 Unit),3175 Locke Dr,San Jose,CA,95111,1649000,8,4.0,SAN JOSE,3369,9963,1971,12,489,,Active,,,https://www.redfin.com/CA/San-Jose/3175-Locke-Dr-95111/home/1555932,MLSListings,ML81922804,N,Y,37.296447,-121.8279038
MLS Listing,,Single Family Residential,3333 Little Valley Rd,Sunol,CA,94586,4695000,6,4.5,Little Valley,6060,547985,1987,12,775,116,Active,,,https://www.redfin.com/CA/Sunol/3333-Little-Valley-Rd-94586/home/1275274,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41022584,N,Y,37.621565,-121.8578407
MLS Listing,,Single Family Residential,1846 Saddle Park Pl,San Jose,CA,95138,4188888,6,5.5,SAN JOSE,4639,14600,2005,12,903,180,Active,,,https://www.redfin.com/CA/San-Jose/1846-Saddle-Park-Pl-95138/home/1049480,MLSListings,ML81922808,N,Y,37.283446,-121.7930572
MLS Listing,,Single Family Residential,38133 Fremont Blvd,Fremont,CA,94536,2750000,4,4.5,Central Fremont,3372,30400,1940,12,816,,Active,,,https://www.redfin.com/CA/Fremont/38133-Fremont-Blvd-94536/home/182515394,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41022545,N,Y,37.5535976,-121.9987379
MLS Listing,,Single Family Residential,20 Shady Ln,Hillsborough,CA,94010,3998000,4,3.0,HILLSBOROUGH,2020,16159,1956,12,1979,,Active,April-8-2023 02:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/Hillsborough/20-Shady-Ln-94010/home/1377022,MLSListings,ML81922755,N,Y,37.5459509,-122.358021
MLS Listing,,Single Family Residential,1278 N Central Ave,San Jose,CA,95128,2798000,5,3.0,SAN JOSE,3226,8579,1964,12,867,,Active,April-8-2023 01:00 PM,April-8-2023 04:00 PM,https://www.redfin.com/CA/San-Jose/1278-N-Central-Ave-95128/home/1765061,MLSListings,ML81912446,N,Y,37.305807,-121.9431559
MLS Listing,,Single Family Residential,1489 Woodland Ave,Menlo Park,CA,94025,3495000,3,3.5,MENLO PARK,3115,10005,1940,12,1122,,Active,April-9-2023 01:30 PM,April-9-2023 04:30 PM,https://www.redfin.com/CA/Menlo-Park/1489-Woodland-Ave-94025/home/1425324,MLSListings,ML81922746,N,Y,37.458129,-122.1463746
MLS Listing,,Single Family Residential,10 Cathy Pl,Menlo Park,CA,94025,3988000,3,2.0,MENLO PARK,2170,11040,1950,12,1838,,Active,April-16-2023 01:30 PM,April-16-2023 04:30 PM,https://www.redfin.com/CA/Menlo-Park/10-Cathy-Pl-94025/home/1947961,MLSListings,ML81922745,N,Y,37.4424907,-122.186606
MLS Listing,,Single Family Residential,1748 Egret Ct,Hayward,CA,94544-4908,865000,3,2.0,Eden,1232,8736,1965,14,702,,Active,,,https://www.redfin.com/CA/Hayward/1748-Egret-Ct-94545/home/826273,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41022496,N,Y,37.6207156,-122.0779402
